,GameID,Date,Start_EST,H/A,Team,W/L,Overtime,PT_Diff,Wins,GP,PCT,Opponent,Opponent_PCT
905,906.0,2017-03-02,20:00:00,Home,Chicago Bulls,1,0,7.0,31,61,0.508,Golden State Warriors,0.82
905,906.0,2017-03-02,20:00:00,Away,Golden State Warriors,0,0,-7.0,50,61,0.82,Chicago Bulls,0.508
906,907.0,2017-03-02,21:00:00,Home,Phoenix Suns,1,0,17.0,19,61,0.311,Charlotte Hornets,0.426
906,907.0,2017-03-02,21:00:00,Away,Charlotte Hornets,0,0,-17.0,26,61,0.426,Phoenix Suns,0.311
907,908.0,2017-03-02,22:30:00,Home,Portland Trail Blazers,1,0,5.0,25,60,0.417,Oklahoma City Thunder,0.574
907,908.0,2017-03-02,22:30:00,Away,Oklahoma City Thunder,0,0,-5.0,35,61,0.574,Portland Trail Blazers,0.417
908,909.0,2017-03-03,19:00:00,Away,Cleveland Cavaliers,1,0,5.0,42,60,0.7,Atlanta Hawks,0.557
908,909.0,2017-03-03,19:00:00,Home,Atlanta Hawks,0,0,-5.0,34,61,0.557,Cleveland Cavaliers,0.7
909,910.0,2017-03-03,19:00:00,Home,Orlando Magic,1,0,11.0,23,62,0.371,Miami Heat,0.452
909,910.0,2017-03-03,19:00:00,Away,Miami Heat,0,0,-11.0,28,62,0.452,Orlando Magic,0.371
910,911.0,2017-03-03,19:00:00,Home,Philadelphia 76ers,1,0,3.0,23,61,0.377,New York Knicks,0.403
910,911.0,2017-03-03,19:00:00,Away,New York Knicks,0,0,-3.0,25,62,0.403,Philadelphia 76ers,0.377
911,912.0,2017-03-03,19:00:00,Away,Toronto Raptors,1,0,8.0,37,62,0.597,Washington Wizards,0.6
911,912.0,2017-03-03,19:00:00,Home,Washington Wizards,0,0,-8.0,36,60,0.6,Toronto Raptors,0.597
912,913.0,2017-03-03,20:00:00,Home,Milwaukee Bucks,1,0,11.0,27,60,0.45,Los Angeles Clippers,0.59
912,913.0,2017-03-03,20:00:00,Away,Los Angeles Clippers,0,0,-11.0,36,61,0.59,Milwaukee Bucks,0.45
913,914.0,2017-03-03,20:30:00,Home,Dallas Mavericks,1,0,4.0,25,61,0.41,Memphis Grizzlies,0.581
913,914.0,2017-03-03,20:30:00,Away,Memphis Grizzlies,0,0,-4.0,36,62,0.581,Dallas Mavericks,0.41
914,915.0,2017-03-03,21:00:00,Home,Phoenix Suns,1,0,7.0,20,62,0.323,Oklahoma City Thunder,0.565
914,915.0,2017-03-03,21:00:00,Away,Oklahoma City Thunder,0,0,-7.0,35,62,0.565,Phoenix Suns,0.323
915,916.0,2017-03-03,21:00:00,Home,Utah Jazz,1,0,15.0,38,62,0.613,Brooklyn Nets,0.167
915,916.0,2017-03-03,21:00:00,Away,Brooklyn Nets,0,0,-15.0,10,60,0.167,Utah Jazz,0.613
916,917.0,2017-03-03,21:30:00,Away,San Antonio Spurs,1,1,3.0,47,60,0.783,New Orleans Pelicans,0.387
916,917.0,2017-03-03,21:30:00,Home,New Orleans Pelicans,0,1,-3.0,24,62,0.387,San Antonio Spurs,0.783
917,918.0,2017-03-03,22:30:00,Away,Boston Celtics,1,0,20.0,40,62,0.645,Los Angeles Lakers,0.306
917,918.0,2017-03-03,22:30:00,Home,Los Angeles Lakers,0,0,-20.0,19,62,0.306,Boston Celtics,0.645
918,919.0,2017-03-04,18:00:00,Away,Detroit Pistons,1,0,30.0,30,62,0.484,Philadelphia 76ers,0.371
918,919.0,2017-03-04,18:00:00,Home,Philadelphia 76ers,0,0,-30.0,23,62,0.371,Detroit Pistons,0.484
919,920.0,2017-03-04,20:00:00,Home,Miami Heat,1,0,28.0,29,63,0.46,Cleveland Cavaliers,0.689
919,920.0,2017-03-04,20:00:00,Away,Cleveland Cavaliers,0,0,-28.0,42,61,0.689,Miami Heat,0.46
920,921.0,2017-03-04,20:00:00,Home,Milwaukee Bucks,1,0,7.0,28,61,0.459,Toronto Raptors,0.587
920,921.0,2017-03-04,20:00:00,Away,Toronto Raptors,0,0,-7.0,37,63,0.587,Milwaukee Bucks,0.459
921,922.0,2017-03-04,20:30:00,Away,Los Angeles Clippers,1,0,10.0,37,62,0.597,Chicago Bulls,0.5
921,922.0,2017-03-04,20:30:00,Home,Chicago Bulls,0,0,-10.0,31,62,0.5,Los Angeles Clippers,0.597
922,923.0,2017-03-04,21:00:00,Away,Charlotte Hornets,1,0,10.0,27,62,0.435,Denver Nuggets,0.452
922,923.0,2017-03-04,21:00:00,Home,Denver Nuggets,0,0,-10.0,28,62,0.452,Charlotte Hornets,0.435
923,924.0,2017-03-04,21:00:00,Home,Houston Rockets,1,0,15.0,44,63,0.698,Memphis Grizzlies,0.571
923,924.0,2017-03-04,21:00:00,Away,Memphis Grizzlies,0,0,-15.0,36,63,0.571,Houston Rockets,0.698
924,925.0,2017-03-04,21:00:00,Home,San Antonio Spurs,1,1,7.0,48,61,0.787,Minnesota Timberwolves,0.403
924,925.0,2017-03-04,21:00:00,Away,Minnesota Timberwolves,0,1,-7.0,25,62,0.403,San Antonio Spurs,0.787
925,926.0,2017-03-04,22:00:00,Home,Portland Trail Blazers,1,0,14.0,26,61,0.426,Brooklyn Nets,0.164
925,926.0,2017-03-04,22:00:00,Away,Brooklyn Nets,0,0,-14.0,10,61,0.164,Portland Trail Blazers,0.426
926,927.0,2017-03-05,13:00:00,Away,Indiana Pacers,1,0,1.0,32,62,0.516,Atlanta Hawks,0.548
926,927.0,2017-03-05,13:00:00,Home,Atlanta Hawks,0,0,-1.0,34,62,0.548,Indiana Pacers,0.516
927,928.0,2017-03-05,15:30:00,Away,Golden State Warriors,1,0,7.0,51,62,0.823,New York Knicks,0.397
927,928.0,2017-03-05,15:30:00,Home,New York Knicks,0,0,-7.0,25,63,0.397,Golden State Warriors,0.823
928,929.0,2017-03-05,17:00:00,Home,Phoenix Suns,1,0,3.0,21,63,0.333,Boston Celtics,0.635
928,929.0,2017-03-05,17:00:00,Away,Boston Celtics,0,0,-3.0,40,63,0.635,Phoenix Suns,0.333
929,930.0,2017-03-05,17:00:00,Home,Washington Wizards,1,0,1.0,37,61,0.607,Orlando Magic,0.365
929,930.0,2017-03-05,17:00:00,Away,Orlando Magic,0,0,-1.0,23,63,0.365,Washington Wizards,0.607
930,931.0,2017-03-05,18:00:00,Away,Utah Jazz,1,1,1.0,39,63,0.619,Sacramento Kings,0.403
930,931.0,2017-03-05,18:00:00,Home,Sacramento Kings,0,1,-1.0,25,62,0.403,Utah Jazz,0.619
931,932.0,2017-03-05,20:30:00,Home,Dallas Mavericks,1,0,15.0,26,62,0.419,Oklahoma City Thunder,0.556
931,932.0,2017-03-05,20:30:00,Away,Oklahoma City Thunder,0,0,-15.0,35,63,0.556,Dallas Mavericks,0.419
932,933.0,2017-03-05,21:30:00,Away,New Orleans Pelicans,1,0,8.0,25,63,0.397,Los Angeles Lakers,0.302
932,933.0,2017-03-05,21:30:00,Home,Los Angeles Lakers,0,0,-8.0,19,63,0.302,New Orleans Pelicans,0.397
933,934.0,2017-03-06,19:00:00,Away,Miami Heat,1,0,8.0,30,64,0.469,Cleveland Cavaliers,0.677
933,934.0,2017-03-06,19:00:00,Home,Cleveland Cavaliers,0,0,-8.0,42,62,0.677,Miami Heat,0.469
934,935.0,2017-03-06,19:00:00,Away,New York Knicks,1,0,8.0,26,64,0.406,Orlando Magic,0.359
934,935.0,2017-03-06,19:00:00,Home,Orlando Magic,0,0,-8.0,23,64,0.359,New York Knicks,0.406
935,936.0,2017-03-06,19:00:00,Away,Milwaukee Bucks,1,0,14.0,29,62,0.468,Philadelphia 76ers,0.365
935,936.0,2017-03-06,19:00:00,Home,Philadelphia 76ers,0,0,-14.0,23,63,0.365,Milwaukee Bucks,0.468
936,937.0,2017-03-06,19:30:00,Away,Golden State Warriors,1,0,8.0,52,63,0.825,Atlanta Hawks,0.54
936,937.0,2017-03-06,19:30:00,Home,Atlanta Hawks,0,0,-8.0,34,63,0.54,Golden State Warriors,0.825
937,938.0,2017-03-06,19:30:00,Home,Detroit Pistons,1,0,14.0,31,63,0.492,Chicago Bulls,0.492
937,938.0,2017-03-06,19:30:00,Away,Chicago Bulls,0,0,-14.0,31,63,0.492,Detroit Pistons,0.492
938,939.0,2017-03-06,20:00:00,Home,Charlotte Hornets,1,0,12.0,28,63,0.444,Indiana Pacers,0.508
938,939.0,2017-03-06,20:00:00,Away,Indiana Pacers,0,0,-12.0,32,63,0.508,Charlotte Hornets,0.444
939,940.0,2017-03-06,20:00:00,Away,Brooklyn Nets,1,0,13.0,11,62,0.177,Memphis Grizzlies,0.562
939,940.0,2017-03-06,20:00:00,Home,Memphis Grizzlies,0,0,-13.0,36,64,0.562,Brooklyn Nets,0.177
940,941.0,2017-03-06,20:30:00,Home,San Antonio Spurs,1,0,2.0,49,62,0.79,Houston Rockets,0.688
940,941.0,2017-03-06,20:30:00,Away,Houston Rockets,0,0,-2.0,44,64,0.688,San Antonio Spurs,0.79
941,942.0,2017-03-06,21:00:00,Home,Denver Nuggets,1,0,12.0,29,63,0.46,Sacramento Kings,0.397
941,942.0,2017-03-06,21:00:00,Away,Sacramento Kings,0,0,-12.0,25,63,0.397,Denver Nuggets,0.46
942,943.0,2017-03-06,21:00:00,Home,Utah Jazz,1,0,5.0,40,64,0.625,New Orleans Pelicans,0.391
942,943.0,2017-03-06,21:00:00,Away,New Orleans Pelicans,0,0,-5.0,25,64,0.391,Utah Jazz,0.625
943,944.0,2017-03-06,22:30:00,Home,Los Angeles Clippers,1,0,14.0,38,63,0.603,Boston Celtics,0.625
943,944.0,2017-03-06,22:30:00,Away,Boston Celtics,0,0,-14.0,40,64,0.625,Los Angeles Clippers,0.603
944,945.0,2017-03-07,20:00:00,Away,Portland Trail Blazers,1,0,5.0,27,62,0.435,Oklahoma City Thunder,0.547
944,945.0,2017-03-07,20:00:00,Home,Oklahoma City Thunder,0,0,-5.0,35,64,0.547,Portland Trail Blazers,0.435
945,946.0,2017-03-07,20:30:00,Home,Dallas Mavericks,1,0,11.0,27,63,0.429,Los Angeles Lakers,0.297
945,946.0,2017-03-07,20:30:00,Away,Los Angeles Lakers,0,0,-11.0,19,64,0.297,Dallas Mavericks,0.429
946,947.0,2017-03-07,21:00:00,Away,Washington Wizards,1,0,4.0,38,62,0.613,Phoenix Suns,0.328
946,947.0,2017-03-07,21:00:00,Home,Phoenix Suns,0,0,-4.0,21,64,0.328,Washington Wizards,0.613
947,948.0,2017-03-08,19:00:00,Home,Orlando Magic,1,0,7.0,24,65,0.369,Chicago Bulls,0.484
947,948.0,2017-03-08,19:00:00,Away,Chicago Bulls,0,0,-7.0,31,64,0.484,Orlando Magic,0.369
948,949.0,2017-03-08,19:30:00,Home,Atlanta Hawks,1,0,5.0,35,64,0.547,Brooklyn Nets,0.175
948,949.0,2017-03-08,19:30:00,Away,Brooklyn Nets,0,0,-5.0,11,63,0.175,Atlanta Hawks,0.547
949,950.0,2017-03-08,19:30:00,Home,Miami Heat,1,0,7.0,31,65,0.477,Charlotte Hornets,0.438
949,950.0,2017-03-08,19:30:00,Away,Charlotte Hornets,0,0,-7.0,28,64,0.438,Miami Heat,0.477
950,951.0,2017-03-08,20:00:00,Away,Utah Jazz,1,0,7.0,41,65,0.631,Houston Rockets,0.677
950,951.0,2017-03-08,20:00:00,Home,Houston Rockets,0,0,-7.0,44,65,0.677,Utah Jazz,0.631
951,952.0,2017-03-08,20:00:00,Home,Indiana Pacers,1,0,17.0,33,64,0.516,Detroit Pistons,0.484
951,952.0,2017-03-08,20:00:00,Away,Detroit Pistons,0,0,-17.0,31,64,0.484,Indiana Pacers,0.516
952,953.0,2017-03-08,20:00:00,Home,Milwaukee Bucks,1,0,11.0,30,63,0.476,New York Knicks,0.4
952,953.0,2017-03-08,20:00:00,Away,New York Knicks,0,0,-11.0,26,65,0.4,Milwaukee Bucks,0.476
953,954.0,2017-03-08,20:00:00,Home,Minnesota Timberwolves,1,0,16.0,26,63,0.413,Los Angeles Clippers,0.594
953,954.0,2017-03-08,20:00:00,Away,Los Angeles Clippers,0,0,-16.0,38,64,0.594,Minnesota Timberwolves,0.413
954,955.0,2017-03-08,20:00:00,Away,Toronto Raptors,1,0,7.0,38,64,0.594,New Orleans Pelicans,0.385
954,955.0,2017-03-08,20:00:00,Home,New Orleans Pelicans,0,0,-7.0,25,65,0.385,Toronto Raptors,0.594
955,956.0,2017-03-08,20:30:00,Home,San Antonio Spurs,1,0,10.0,50,63,0.794,Sacramento Kings,0.391
955,956.0,2017-03-08,20:30:00,Away,Sacramento Kings,0,0,-10.0,25,64,0.391,San Antonio Spurs,0.794
956,957.0,2017-03-08,21:00:00,Away,Washington Wizards,1,0,10.0,39,63,0.619,Denver Nuggets,0.453
956,957.0,2017-03-08,21:00:00,Home,Denver Nuggets,0,0,-10.0,29,64,0.453,Washington Wizards,0.619
957,958.0,2017-03-08,22:30:00,Away,Boston Celtics,1,0,13.0,41,65,0.631,Golden State Warriors,0.812
957,958.0,2017-03-08,22:30:00,Home,Golden State Warriors,0,0,-13.0,52,64,0.812,Boston Celtics,0.631
958,959.0,2017-03-09,19:30:00,Home,Detroit Pistons,1,0,5.0,32,65,0.492,Cleveland Cavaliers,0.667
958,959.0,2017-03-09,19:30:00,Away,Cleveland Cavaliers,0,0,-5.0,42,63,0.667,Detroit Pistons,0.492
959,960.0,2017-03-09,20:00:00,Away,Los Angeles Clippers,1,0,16.0,39,65,0.6,Memphis Grizzlies,0.554
959,960.0,2017-03-09,20:00:00,Home,Memphis Grizzlies,0,0,-16.0,36,65,0.554,Los Angeles Clippers,0.6
960,961.0,2017-03-09,20:00:00,Home,Oklahoma City Thunder,1,0,10.0,36,65,0.554,San Antonio Spurs,0.781
960,961.0,2017-03-09,20:00:00,Away,San Antonio Spurs,0,0,-10.0,50,64,0.781,Oklahoma City Thunder,0.554
961,962.0,2017-03-09,22:00:00,Home,Portland Trail Blazers,1,1,6.0,28,63,0.444,Philadelphia 76ers,0.359
961,962.0,2017-03-09,22:00:00,Away,Philadelphia 76ers,0,1,-6.0,23,64,0.359,Portland Trail Blazers,0.444
962,963.0,2017-03-09,22:30:00,Away,Los Angeles Lakers,1,0,12.0,20,65,0.308,Phoenix Suns,0.323
962,963.0,2017-03-09,22:30:00,Home,Phoenix Suns,0,0,-12.0,21,65,0.323,Los Angeles Lakers,0.308
963,964.0,2017-03-10,19:00:00,Home,Charlotte Hornets,1,0,40.0,29,65,0.446,Orlando Magic,0.364
963,964.0,2017-03-10,19:00:00,Away,Orlando Magic,0,0,-40.0,24,66,0.364,Charlotte Hornets,0.446
964,965.0,2017-03-10,20:00:00,Home,Atlanta Hawks,1,0,6.0,36,65,0.554,Toronto Raptors,0.585
964,965.0,2017-03-10,20:00:00,Away,Toronto Raptors,0,0,-6.0,38,65,0.585,Atlanta Hawks,0.554
965,966.0,2017-03-10,20:00:00,Away,Houston Rockets,1,0,21.0,45,66,0.682,Chicago Bulls,0.477
965,966.0,2017-03-10,20:00:00,Home,Chicago Bulls,0,0,-21.0,31,65,0.477,Houston Rockets,0.682
966,967.0,2017-03-10,20:00:00,Home,Milwaukee Bucks,1,0,14.0,31,64,0.484,Indiana Pacers,0.508
966,967.0,2017-03-10,20:00:00,Away,Indiana Pacers,0,0,-14.0,33,65,0.508,Milwaukee Bucks,0.484
967,968.0,2017-03-10,20:00:00,Home,Minnesota Timberwolves,1,0,1.0,27,64,0.422,Golden State Warriors,0.8
967,968.0,2017-03-10,20:00:00,Away,Golden State Warriors,0,0,-1.0,52,65,0.8,Minnesota Timberwolves,0.422
968,969.0,2017-03-10,21:00:00,Home,Dallas Mavericks,1,0,9.0,28,64,0.438,Brooklyn Nets,0.172
968,969.0,2017-03-10,21:00:00,Away,Brooklyn Nets,0,0,-9.0,11,64,0.172,Dallas Mavericks,0.438
969,970.0,2017-03-10,21:00:00,Home,Denver Nuggets,1,0,20.0,30,65,0.462,Boston Celtics,0.621
969,970.0,2017-03-10,21:00:00,Away,Boston Celtics,0,0,-20.0,41,66,0.621,Denver Nuggets,0.462
970,971.0,2017-03-10,22:30:00,Away,Washington Wizards,1,1,8.0,40,64,0.625,Sacramento Kings,0.385
970,971.0,2017-03-10,22:30:00,Home,Sacramento Kings,0,1,-8.0,25,65,0.385,Washington Wizards,0.625
971,972.0,2017-03-11,15:00:00,Home,Oklahoma City Thunder,1,0,8.0,37,66,0.561,Utah Jazz,0.621
971,972.0,2017-03-11,15:00:00,Away,Utah Jazz,0,0,-8.0,41,66,0.621,Oklahoma City Thunder,0.561
972,973.0,2017-03-11,15:30:00,Home,Los Angeles Clippers,1,0,12.0,40,66,0.606,Philadelphia 76ers,0.354
972,973.0,2017-03-11,15:30:00,Away,Philadelphia 76ers,0,0,-12.0,23,65,0.354,Los Angeles Clippers,0.606
973,974.0,2017-03-11,17:00:00,Home,Detroit Pistons,1,0,20.0,33,66,0.5,New York Knicks,0.394
973,974.0,2017-03-11,17:00:00,Away,New York Knicks,0,0,-20.0,26,66,0.394,Detroit Pistons,0.5
974,975.0,2017-03-11,19:00:00,Away,New Orleans Pelicans,1,1,3.0,26,66,0.394,Charlotte Hornets,0.439
974,975.0,2017-03-11,19:00:00,Home,Charlotte Hornets,0,1,-3.0,29,66,0.439,New Orleans Pelicans,0.394
975,976.0,2017-03-11,19:00:00,Away,Cleveland Cavaliers,1,0,12.0,43,64,0.672,Orlando Magic,0.358
975,976.0,2017-03-11,19:00:00,Home,Orlando Magic,0,0,-12.0,24,67,0.358,Cleveland Cavaliers,0.672
976,977.0,2017-03-11,20:00:00,Home,Miami Heat,1,0,15.0,32,66,0.485,Toronto Raptors,0.576
976,977.0,2017-03-11,20:00:00,Away,Toronto Raptors,0,0,-15.0,38,66,0.576,Miami Heat,0.485
977,978.0,2017-03-11,20:00:00,Home,Milwaukee Bucks,1,0,7.0,32,65,0.492,Minnesota Timberwolves,0.415
977,978.0,2017-03-11,20:00:00,Away,Minnesota Timberwolves,0,0,-7.0,27,65,0.415,Milwaukee Bucks,0.492
978,979.0,2017-03-11,20:30:00,Home,San Antonio Spurs,1,0,22.0,51,65,0.785,Golden State Warriors,0.788
978,979.0,2017-03-11,20:30:00,Away,Golden State Warriors,0,0,-22.0,52,66,0.788,San Antonio Spurs,0.785
979,980.0,2017-03-11,21:00:00,Away,Phoenix Suns,1,0,2.0,22,66,0.333,Dallas Mavericks,0.431
979,980.0,2017-03-11,21:00:00,Home,Dallas Mavericks,0,0,-2.0,28,65,0.431,Phoenix Suns,0.333
980,981.0,2017-03-11,21:00:00,Away,Atlanta Hawks,1,0,17.0,37,66,0.561,Memphis Grizzlies,0.545
980,981.0,2017-03-11,21:00:00,Home,Memphis Grizzlies,0,0,-17.0,36,66,0.545,Atlanta Hawks,0.561
981,982.0,2017-03-11,22:00:00,Away,Washington Wizards,1,1,1.0,41,65,0.631,Portland Trail Blazers,0.438
981,982.0,2017-03-11,22:00:00,Home,Portland Trail Blazers,0,1,-1.0,28,64,0.438,Washington Wizards,0.631
982,983.0,2017-03-11,22:30:00,Away,Denver Nuggets,1,0,13.0,31,66,0.47,Sacramento Kings,0.379
982,983.0,2017-03-11,22:30:00,Home,Sacramento Kings,0,0,-13.0,25,66,0.379,Denver Nuggets,0.47
983,984.0,2017-03-12,15:30:00,Home,Boston Celtics,1,0,20.0,42,67,0.627,Chicago Bulls,0.47
983,984.0,2017-03-12,15:30:00,Away,Chicago Bulls,0,0,-20.0,31,66,0.47,Boston Celtics,0.627
984,985.0,2017-03-12,18:00:00,Home,Brooklyn Nets,1,0,8.0,12,65,0.185,New York Knicks,0.388
984,985.0,2017-03-12,18:00:00,Away,New York Knicks,0,0,-8.0,26,67,0.388,Brooklyn Nets,0.185
985,986.0,2017-03-12,18:00:00,Home,Indiana Pacers,1,0,4.0,34,66,0.515,Miami Heat,0.478
985,986.0,2017-03-12,18:00:00,Away,Miami Heat,0,0,-4.0,32,67,0.478,Indiana Pacers,0.515
986,987.0,2017-03-12,21:00:00,Home,Houston Rockets,1,0,5.0,46,67,0.687,Cleveland Cavaliers,0.662
986,987.0,2017-03-12,21:00:00,Away,Cleveland Cavaliers,0,0,-5.0,43,65,0.662,Houston Rockets,0.687
987,988.0,2017-03-12,21:00:00,Away,Portland Trail Blazers,1,0,9.0,29,65,0.446,Phoenix Suns,0.328
987,988.0,2017-03-12,21:00:00,Home,Phoenix Suns,0,0,-9.0,22,67,0.328,Portland Trail Blazers,0.446
988,989.0,2017-03-12,21:30:00,Away,Philadelphia 76ers,1,0,2.0,24,66,0.364,Los Angeles Lakers,0.303
988,989.0,2017-03-12,21:30:00,Home,Los Angeles Lakers,0,0,-2.0,20,66,0.303,Philadelphia 76ers,0.364
989,990.0,2017-03-13,19:00:00,Away,Chicago Bulls,1,0,6.0,32,67,0.478,Charlotte Hornets,0.433
989,990.0,2017-03-13,19:00:00,Home,Charlotte Hornets,0,0,-6.0,29,67,0.433,Chicago Bulls,0.478
990,991.0,2017-03-13,19:30:00,Home,Toronto Raptors,1,0,22.0,39,67,0.582,Dallas Mavericks,0.424
990,991.0,2017-03-13,19:30:00,Away,Dallas Mavericks,0,0,-22.0,28,66,0.424,Toronto Raptors,0.582
991,992.0,2017-03-13,20:00:00,Home,Memphis Grizzlies,1,0,20.0,37,67,0.552,Milwaukee Bucks,0.485
991,992.0,2017-03-13,20:00:00,Away,Milwaukee Bucks,0,0,-20.0,32,66,0.485,Memphis Grizzlies,0.552
992,993.0,2017-03-13,20:00:00,Home,Minnesota Timberwolves,1,0,15.0,28,66,0.424,Washington Wizards,0.621
992,993.0,2017-03-13,20:00:00,Away,Washington Wizards,0,0,-15.0,41,66,0.621,Minnesota Timberwolves,0.424
993,994.0,2017-03-13,20:00:00,Home,San Antonio Spurs,1,0,8.0,52,66,0.788,Atlanta Hawks,0.552
993,994.0,2017-03-13,20:00:00,Away,Atlanta Hawks,0,0,-8.0,37,67,0.552,San Antonio Spurs,0.788
994,995.0,2017-03-13,21:00:00,Home,Utah Jazz,1,0,6.0,42,67,0.627,Los Angeles Clippers,0.597
994,995.0,2017-03-13,21:00:00,Away,Los Angeles Clippers,0,0,-6.0,40,67,0.597,Utah Jazz,0.627
995,996.0,2017-03-13,22:30:00,Home,Denver Nuggets,1,0,28.0,32,67,0.478,Los Angeles Lakers,0.299
995,996.0,2017-03-13,22:30:00,Away,Los Angeles Lakers,0,0,-28.0,20,67,0.299,Denver Nuggets,0.478
996,997.0,2017-03-13,22:30:00,Home,Sacramento Kings,1,0,5.0,26,67,0.388,Orlando Magic,0.353
996,997.0,2017-03-13,22:30:00,Away,Orlando Magic,0,0,-5.0,24,68,0.353,Sacramento Kings,0.388
997,998.0,2017-03-14,19:00:00,Home,Cleveland Cavaliers,1,0,32.0,44,66,0.667,Detroit Pistons,0.493
997,998.0,2017-03-14,19:00:00,Away,Detroit Pistons,0,0,-32.0,33,67,0.493,Cleveland Cavaliers,0.667
998,999.0,2017-03-14,19:30:00,Away,Oklahoma City Thunder,1,0,18.0,38,67,0.567,Brooklyn Nets,0.182
998,999.0,2017-03-14,19:30:00,Home,Brooklyn Nets,0,0,-18.0,12,66,0.182,Oklahoma City Thunder,0.567
999,1000.0,2017-03-14,19:30:00,Home,New York Knicks,1,0,6.0,27,68,0.397,Indiana Pacers,0.507
999,1000.0,2017-03-14,19:30:00,Away,Indiana Pacers,0,0,-6.0,34,67,0.507,New York Knicks,0.397
1000,1001.0,2017-03-14,20:00:00,Home,New Orleans Pelicans,1,0,23.0,27,67,0.403,Portland Trail Blazers,0.439
1000,1001.0,2017-03-14,20:00:00,Away,Portland Trail Blazers,0,0,-23.0,29,66,0.439,New Orleans Pelicans,0.403
1001,1002.0,2017-03-14,22:30:00,Home,Golden State Warriors,1,0,2.0,53,67,0.791,Philadelphia 76ers,0.358
1001,1002.0,2017-03-14,22:30:00,Away,Philadelphia 76ers,0,0,-2.0,24,67,0.358,Golden State Warriors,0.791
1002,1003.0,2017-03-15,19:00:00,Home,Indiana Pacers,1,0,21.0,35,68,0.515,Charlotte Hornets,0.426
1002,1003.0,2017-03-15,19:00:00,Away,Charlotte Hornets,0,0,-21.0,29,68,0.426,Indiana Pacers,0.515
1003,1004.0,2017-03-15,19:00:00,Away,Dallas Mavericks,1,0,5.0,29,67,0.433,Washington Wizards,0.612
1003,1004.0,2017-03-15,19:00:00,Home,Washington Wizards,0,0,-5.0,41,67,0.612,Dallas Mavericks,0.433
1004,1005.0,2017-03-15,19:30:00,Home,Boston Celtics,1,0,13.0,43,68,0.632,Minnesota Timberwolves,0.418
1004,1005.0,2017-03-15,19:30:00,Away,Minnesota Timberwolves,0,0,-13.0,28,67,0.418,Boston Celtics,0.632
1005,1006.0,2017-03-15,19:30:00,Away,Utah Jazz,1,0,14.0,43,68,0.632,Detroit Pistons,0.485
1005,1006.0,2017-03-15,19:30:00,Home,Detroit Pistons,0,0,-14.0,33,68,0.485,Utah Jazz,0.632
1006,1007.0,2017-03-15,19:30:00,Home,Miami Heat,1,0,8.0,33,68,0.485,New Orleans Pelicans,0.397
1006,1007.0,2017-03-15,19:30:00,Away,New Orleans Pelicans,0,0,-8.0,27,68,0.397,Miami Heat,0.485
1007,1008.0,2017-03-15,20:00:00,Away,Memphis Grizzlies,1,0,7.0,38,68,0.559,Chicago Bulls,0.471
1007,1008.0,2017-03-15,20:00:00,Home,Chicago Bulls,0,0,-7.0,32,68,0.471,Memphis Grizzlies,0.559
1008,1009.0,2017-03-15,20:00:00,Home,Houston Rockets,1,0,39.0,47,68,0.691,Los Angeles Lakers,0.294
1008,1009.0,2017-03-15,20:00:00,Away,Los Angeles Lakers,0,0,-39.0,20,68,0.294,Houston Rockets,0.691
1009,1010.0,2017-03-15,20:00:00,Away,Portland Trail Blazers,1,0,4.0,30,67,0.448,San Antonio Spurs,0.776
1009,1010.0,2017-03-15,20:00:00,Home,San Antonio Spurs,0,0,-4.0,52,67,0.776,Portland Trail Blazers,0.448
1010,1011.0,2017-03-15,22:00:00,Away,Sacramento Kings,1,0,6.0,27,68,0.397,Phoenix Suns,0.324
1010,1011.0,2017-03-15,22:00:00,Home,Phoenix Suns,0,0,-6.0,22,68,0.324,Sacramento Kings,0.397
1011,1012.0,2017-03-15,22:30:00,Away,Milwaukee Bucks,1,0,1.0,33,67,0.493,Los Angeles Clippers,0.588
1011,1012.0,2017-03-15,22:30:00,Home,Los Angeles Clippers,0,0,-1.0,40,68,0.588,Milwaukee Bucks,0.493
1012,1013.0,2017-03-16,19:00:00,Home,Cleveland Cavaliers,1,0,8.0,45,67,0.672,Utah Jazz,0.623
1012,1013.0,2017-03-16,19:00:00,Away,Utah Jazz,0,0,-8.0,43,69,0.623,Cleveland Cavaliers,0.672
1013,1014.0,2017-03-16,19:00:00,Away,Oklahoma City Thunder,1,0,21.0,39,68,0.574,Toronto Raptors,0.574
1013,1014.0,2017-03-16,19:00:00,Home,Toronto Raptors,0,0,-21.0,39,68,0.574,Oklahoma City Thunder,0.574
1014,1015.0,2017-03-16,19:30:00,Away,Memphis Grizzlies,1,0,12.0,39,69,0.565,Atlanta Hawks,0.544
1014,1015.0,2017-03-16,19:30:00,Home,Atlanta Hawks,0,0,-12.0,37,68,0.544,Memphis Grizzlies,0.565
1015,1016.0,2017-03-16,19:30:00,Away,Brooklyn Nets,1,0,11.0,13,67,0.194,New York Knicks,0.391
1015,1016.0,2017-03-16,19:30:00,Home,New York Knicks,0,0,-11.0,27,69,0.391,Brooklyn Nets,0.194
1016,1017.0,2017-03-16,21:00:00,Home,Denver Nuggets,1,0,15.0,33,68,0.485,Los Angeles Clippers,0.58
1016,1017.0,2017-03-16,21:00:00,Away,Los Angeles Clippers,0,0,-15.0,40,69,0.58,Denver Nuggets,0.485
